Word/Token,Frequency Count,LEXI System Classification,Target Suggestion
namebinding,1,Pure Typo Candidate,unamending
parametersif,1,Pure Typo Candidate,parameter
emty,3,Pure Typo Candidate,empty
firstable,1,Pure Typo Candidate,flirtable
seach,2,Pure Typo Candidate,search
getversion,1,Pure Typo Candidate,eversion
mysite,2,Pure Typo Candidate,molysite
microsft,1,Pure Typo Candidate,microstat
devloping,1,Pure Typo Candidate,undeveloping
xmin,1,Pure Typo Candidate,min
cmode,1,Pure Typo Candidate,mode
prinft,1,Pure Typo Candidate,print
formhook,2,Pure Typo Candidate,forehook
tshirt,1,Pure Typo Candidate,thirt
ideai,1,Pure Typo Candidate,idea
testthe,2,Pure Typo Candidate,testate
serverthe,1,Pure Typo Candidate,servente
theatre,1,Pure Typo Candidate,theatrize
rowreference,2,Pure Typo Candidate,reference
rowpband,1,Pure Typo Candidate,ropeband
iftext,3,Pure Typo Candidate,intext
savac,1,Pure Typo Candidate,savacu
readchar,1,Pure Typo Candidate,rechar
checkedval,3,Pure Typo Candidate,checked
efficientif,1,Pure Typo Candidate,efficient
scrappers,2,Pure Typo Candidate,scrapper
leechers,1,Pure Typo Candidate,leeches
rangelist,1,Pure Typo Candidate,Orangeist
gessing,1,Pure Typo Candidate,guessing
negatvies,1,Pure Typo Candidate,negativist
executting,1,Pure Typo Candidate,unexecuting
zera,1,Pure Typo Candidate,zerda
lowerlength,1,Pure Typo Candidate,overlength
documentmsg,2,Pure Typo Candidate,document
currentp,3,Pure Typo Candidate,current
truei,1,Pure Typo Candidate,TRUE
mesure,2,Pure Typo Candidate,measure
csstable,2,Pure Typo Candidate,castable
textroot,4,Pure Typo Candidate,tetrodont
bglight,1,Pure Typo Candidate,blight
commanddestroy,1,Pure Typo Candidate,commandery
consumptions,1,Pure Typo Candidate,consumption
formclose,2,Pure Typo Candidate,foreclose
endsection,2,Pure Typo Candidate,venesection
ondemand,2,Pure Typo Candidate,nondemand
adventages,1,Pure Typo Candidate,advantage
avantages,1,Pure Typo Candidate,advantage
tkanks,1,Pure Typo Candidate,thanks
iterfold,1,Pure Typo Candidate,interfold
movesfold,4,Pure Typo Candidate,oversold
comparitor,1,Pure Typo Candidate,comparator
effecting,2,Pure Typo Candidate,affecting
hillary,1,Pure Typo Candidate,pillary
superclasses,1,Pure Typo Candidate,superclass
alfatest,1,Pure Typo Candidate,latest
agrument,1,Pure Typo Candidate,argument
differnece,1,Pure Typo Candidate,difference
seacrching,1,Pure Typo Candidate,searching
outofrange,1,Pure Typo Candidate,outrange
grams,1,Pure Typo Candidate,gram
printfthing,3,Pure Typo Candidate,printing
freethings,1,Pure Typo Candidate,fleetings
blocs,1,Pure Typo Candidate,bloc
tiempo,1,Pure Typo Candidate,tempo
allowe,1,Pure Typo Candidate,allower
lineending,1,Pure Typo Candidate,intending
lotid,4,Pure Typo Candidate,glottid
dtheaders,1,Pure Typo Candidate,threader
addx,2,Pure Typo Candidate,addax
answersomething,1,Pure Typo Candidate,undersomething
jdeveloper,3,Pure Typo Candidate,developer
butcan,1,Pure Typo Candidate,butane
rephrased,1,Pure Typo Candidate,rephrase
lstlisting,2,Pure Typo Candidate,listing
offcenter,1,Pure Typo Candidate,offender
dtails,1,Pure Typo Candidate,detail
jqprint,1,Pure Typo Candidate,print
retarget,3,Pure Typo Candidate,target
writeoutput,3,Pure Typo Candidate,reoutput
anothee,1,Pure Typo Candidate,another
definedcan,1,Pure Typo Candidate,defined
trauble,1,Pure Typo Candidate,trouble
animales,2,Pure Typo Candidate,animable
deleteid,2,Pure Typo Candidate,delete
insite,1,Pure Typo Candidate,inosite
brandbehringer,1,Pure Typo Candidate,brandering
scripte,1,Pure Typo Candidate,script
absolutetop,1,Pure Typo Candidate,absolute
deductions,2,Pure Typo Candidate,deduction
jitender,1,Pure Typo Candidate,intender
componentents,1,Pure Typo Candidate,componented
elemnt,3,Pure Typo Candidate,element
intsted,1,Pure Typo Candidate,instead
eevery,1,Pure Typo Candidate,every
minimumm,1,Pure Typo Candidate,minimum
numberany,1,Pure Typo Candidate,numerary
eclemma,1,Pure Typo Candidate,eclegma
strugling,1,Pure Typo Candidate,struggling
prolem,1,Pure Typo Candidate,problem
theyr,1,Pure Typo Candidate,theyre
framedispose,1,Pure Typo Candidate,foredispose
gcanchor,3,Pure Typo Candidate,anchor
gcweighty,2,Pure Typo Candidate,weighty
listenersi,1,Pure Typo Candidate,listener
avecontest,1,Pure Typo Candidate,recontest
contestloser,1,Pure Typo Candidate,contester
containters,1,Pure Typo Candidate,container
overseeing,1,Pure Typo Candidate,overseen
sequece,1,Pure Typo Candidate,sequence
itcause,1,Pure Typo Candidate,cause
coderc,1,Pure Typo Candidate,coder
recycling,4,Pure Typo Candidate,cycling
hprof,3,Pure Typo Candidate,prof
chokes,1,Pure Typo Candidate,choke
jhat,1,Pure Typo Candidate,hat
makechan,4,Pure Typo Candidate,machan
funcword,1,Pure Typo Candidate,uncord
sparklyr,4,Pure Typo Candidate,sparkly
brainstorm,1,Pure Typo Candidate,rainstorm
intentv,2,Pure Typo Candidate,intent
vintent,1,Pure Typo Candidate,intent
toastv,2,Pure Typo Candidate,toast
siadapter,4,Pure Typo Candidate,adapter
matplot,1,Pure Typo Candidate,marplot
sacled,1,Pure Typo Candidate,spaced
styy,2,Pure Typo Candidate,sty
pgresult,1,Pure Typo Candidate,result
pgerror,1,Pure Typo Candidate,error
corrupeted,1,Pure Typo Candidate,corrupted
ccleaner,1,Pure Typo Candidate,cleaner
exericse,1,Pure Typo Candidate,exercise
pandascentric,1,Pure Typo Candidate,paracentric
boomba,2,Pure Typo Candidate,boomboat
funktion,3,Pure Typo Candidate,function
displayfoo,1,Pure Typo Candidate,splayfoot
begininig,1,Pure Typo Candidate,beginning
classificaiton,1,Pure Typo Candidate,classification
attacking,2,Pure Typo Candidate,tacking
midfield,1,Pure Typo Candidate,misfield
harmed,1,Pure Typo Candidate,armed
configfunction,1,Pure Typo Candidate,cofunction
functionindex,2,Pure Typo Candidate,functionize
vmindex,2,Pure Typo Candidate,vindex
cliked,1,Pure Typo Candidate,linked
replyconnection,1,Pure Typo Candidate,reconnection
sorgu,1,Pure Typo Candidate,sorghum
manset,2,Pure Typo Candidate,manse
haberler,2,Pure Typo Candidate,chamberer
baslik,2,Pure Typo Candidate,basilisk
giris,1,Pure Typo Candidate,iris
searchs,3,Pure Typo Candidate,search
swtoolbox,2,Pure Typo Candidate,toolbox
bootsrtap,1,Pure Typo Candidate,bootstrap
foldern,1,Pure Typo Candidate,folder
continously,4,Pure Typo Candidate,continuously
prerequites,1,Pure Typo Candidate,prerequisite
liafter,2,Pure Typo Candidate,lifter
aksing,1,Pure Typo Candidate,waking
distributes,2,Pure Typo Candidate,distribute
calulating,1,Pure Typo Candidate,calculating
isin,3,Pure Typo Candidate,oisin
rooting,1,Pure Typo Candidate,rootling
installers,2,Pure Typo Candidate,installer
citing,2,Pure Typo Candidate,exciting
recogniser,1,Pure Typo Candidate,recognizer
checkload,1,Pure Typo Candidate,deckload
cfcheck,1,Pure Typo Candidate,check
confignew,2,Pure Typo Candidate,confine
testbench,1,Pure Typo Candidate,bestench
sublpots,1,Pure Typo Candidate,sublot
webcrawler,1,Pure Typo Candidate,wrawler
sandobx,1,Pure Typo Candidate,sandbox
investigated,3,Pure Typo Candidate,investigate
hereimport,1,Pure Typo Candidate,reimport
askews,1,Pure Typo Candidate,askew
casespecific,1,Pure Typo Candidate,cenospecific
charlotte,1,Pure Typo Candidate,Charlotte
nodeinspector,2,Pure Typo Candidate,reinspector
displayes,2,Pure Typo Candidate,displayer
unshare,1,Pure Typo Candidate,unshared
fascinates,1,Pure Typo Candidate,fascinate
visibile,2,Pure Typo Candidate,visible
janus,2,Pure Typo Candidate,anus
intersects,2,Pure Typo Candidate,intersect
raycaster,4,Pure Typo Candidate,rackmaster
decleration,2,Pure Typo Candidate,deceleration
stringyou,1,Pure Typo Candidate,stringy
componentetc,1,Pure Typo Candidate,componented
documentna,1,Pure Typo Candidate,documental
documentad,1,Pure Typo Candidate,documental
documentph,1,Pure Typo Candidate,document
documentem,1,Pure Typo Candidate,document
documentag,1,Pure Typo Candidate,documental
hamhanded,1,Pure Typo Candidate,hardhanded
vignettes,1,Pure Typo Candidate,vignette
resending,1,Pure Typo Candidate,sending
handlernew,4,Pure Typo Candidate,handler
componenti,1,Pure Typo Candidate,component
pretending,3,Pure Typo Candidate,unpretending
tabnavigator,1,Pure Typo Candidate,navigator
emphasizes,1,Pure Typo Candidate,emphasize
itcomments,1,Pure Typo Candidate,comment
commitsare,1,Pure Typo Candidate,commissar
rebases,1,Pure Typo Candidate,rebase
spacetime,1,Pure Typo Candidate,peacetime
rcustomerid,2,Pure Typo Candidate,customer
ccustomerid,2,Pure Typo Candidate,accustomed
rvehicleid,2,Pure Typo Candidate,vehicle
vvehicleid,2,Pure Typo Candidate,vehicle
enumerates,1,Pure Typo Candidate,enumerate
vairables,1,Pure Typo Candidate,airable
bananaclass,2,Pure Typo Candidate,antanaclasis
backgrund,1,Pure Typo Candidate,background
animinate,1,Pure Typo Candidate,animate
dislayed,2,Pure Typo Candidate,displayed
transpiler,3,Pure Typo Candidate,transpierce
associating,2,Pure Typo Candidate,association
shikor,1,Pure Typo Candidate,shiko
sopra,1,Pure Typo Candidate,sora
steria,1,Pure Typo Candidate,asteria
coombine,1,Pure Typo Candidate,combine
vishnu,1,Pure Typo Candidate,Vishnu
pointkey,1,Pure Typo Candidate,pointy
shifth,1,Pure Typo Candidate,shift
shifthe,1,Pure Typo Candidate,shither
missions,2,Pure Typo Candidate,mission
uset,1,Pure Typo Candidate,usent
removex,2,Pure Typo Candidate,remove
findx,2,Pure Typo Candidate,find
methodsbut,1,Pure Typo Candidate,methodist
cetain,1,Pure Typo Candidate,certain
directx,3,Pure Typo Candidate,direct
afaict,2,Pure Typo Candidate,afaint
textgender,1,Pure Typo Candidate,extender
textcreate,1,Pure Typo Candidate,excrete
nscan,1,Pure Typo Candidate,scan
kint,1,Pure Typo Candidate,kvint
tsumint,1,Pure Typo Candidate,suint
issuse,1,Pure Typo Candidate,issue
linei,1,Pure Typo Candidate,line
implemant,2,Pure Typo Candidate,implement
functionocc,1,Pure Typo Candidate,function
voila,2,Pure Typo Candidate,vila
visio,2,Pure Typo Candidate,vision
nonworkable,1,Pure Typo Candidate,unworkable
dias,4,Pure Typo Candidate,drias
cata,1,Pure Typo Candidate,catan
sited,1,Pure Typo Candidate,sifted
refvalue,2,Pure Typo Candidate,revalue
tyope,1,Pure Typo Candidate,type
contorller,1,Pure Typo Candidate,controller
exaple,3,Pure Typo Candidate,example
puid,2,Pure Typo Candidate,putid
dawned,1,Pure Typo Candidate,awned
pokmon,1,Pure Typo Candidate,pompon
pokdex,1,Pure Typo Candidate,podex
pokedex,1,Pure Typo Candidate,poked
powern,3,Pure Typo Candidate,power
subintervals,1,Pure Typo Candidate,subinterval
aspera,1,Pure Typo Candidate,asper
projbl,1,Pure Typo Candidate,probal
xfield,2,Pure Typo Candidate,field
classi,2,Pure Typo Candidate,classis
belegit,1,Pure Typo Candidate,elegit
tosses,3,Pure Typo Candidate,tosser
controlsi,1,Pure Typo Candidate,control
excusme,1,Pure Typo Candidate,excuse
nestet,1,Pure Typo Candidate,sestet
imac,1,Pure Typo Candidate,mac
gifting,1,Pure Typo Candidate,giftling
bestenter,1,Pure Typo Candidate,stenter
affiliates,1,Pure Typo Candidate,affiliate
tftrain,1,Pure Typo Candidate,train
estimators,1,Pure Typo Candidate,estimator
dnnclassifier,1,Pure Typo Candidate,classifier
insideout,1,Pure Typo Candidate,indevout
bezier,1,Pure Typo Candidate,belier
sublayer,1,Pure Typo Candidate,slayer
stringnum,2,Pure Typo Candidate,trigonum
killers,1,Pure Typo Candidate,killer
doule,1,Pure Typo Candidate,doudle
propertie,2,Pure Typo Candidate,propertied
creater,1,Pure Typo Candidate,create
aguments,1,Pure Typo Candidate,argument
diesnt,1,Pure Typo Candidate,driest
resubmitted,2,Pure Typo Candidate,resubmit
accomplishes,3,Pure Typo Candidate,accomplisher
blurbird,1,Pure Typo Candidate,bluebird
promisify,1,Pure Typo Candidate,prosify
expiries,1,Pure Typo Candidate,expire
functionxhr,1,Pure Typo Candidate,function
advace,1,Pure Typo Candidate,advance
newp,3,Pure Typo Candidate,new
freeline,1,Pure Typo Candidate,reline
printfin,1,Pure Typo Candidate,printing
freestr,1,Pure Typo Candidate,reester
distince,1,Pure Typo Candidate,distinct
thst,1,Pure Typo Candidate,tst
mervin,2,Pure Typo Candidate,morvin
tbackward,2,Pure Typo Candidate,backward
twidth,1,Pure Typo Candidate,width
prepares,4,Pure Typo Candidate,prepare
buttonbut,1,Pure Typo Candidate,buttonbur
approachs,2,Pure Typo Candidate,approach
hanselman,1,Pure Typo Candidate,ranselman
datatble,1,Pure Typo Candidate,datable
enew,2,Pure Typo Candidate,renew
avertissement,1,Pure Typo Candidate,advertisement
ilmerge,1,Pure Typo Candidate,immerge
regnerate,1,Pure Typo Candidate,regenerate
deletable,1,Pure Typo Candidate,delectable
drafts,4,Pure Typo Candidate,draft
wordsterms,1,Pure Typo Candidate,wordster
sourced,4,Pure Typo Candidate,soured
charthese,1,Pure Typo Candidate,chartreuse
cmdprepare,1,Pure Typo Candidate,prepare
consolelocation,1,Pure Typo Candidate,consolation
grutil,1,Pure Typo Candidate,rutile
instace,2,Pure Typo Candidate,instance
consturctor,2,Pure Typo Candidate,constructor
belowis,1,Pure Typo Candidate,bellows
kentucky,2,Pure Typo Candidate,Kentucky
disadvantaged,1,Pure Typo Candidate,disadvantage
offices,2,Pure Typo Candidate,office
tennessee,2,Pure Typo Candidate,thenness
microfilming,1,Pure Typo Candidate,microfilm
cercla,1,Pure Typo Candidate,cercal
lockheed,2,Pure Typo Candidate,locked
fuels,3,Pure Typo Candidate,fuel
usec,1,Pure Typo Candidate,cusec
leftstr,1,Pure Typo Candidate,leftist
rightstr,1,Pure Typo Candidate,rightist
posttest,1,Pure Typo Candidate,postexist
tscore,2,Pure Typo Candidate,score
summaryyou,1,Pure Typo Candidate,summary
holders,3,Pure Typo Candidate,holder
proection,1,Pure Typo Candidate,provection
froma,2,Pure Typo Candidate,from
toogle,1,Pure Typo Candidate,toozle
getcode,2,Pure Typo Candidate,geode
vbsystem,1,Pure Typo Candidate,system
letencrypt,1,Pure Typo Candidate,encrypt
grup,1,Pure Typo Candidate,grump
tableb,4,Pure Typo Candidate,table
tablec,1,Pure Typo Candidate,table
framewwork,1,Pure Typo Candidate,framework
ngxbootstrap,2,Pure Typo Candidate,bootstrap
annoyingi,1,Pure Typo Candidate,annoying
programmtically,1,Pure Typo Candidate,programmatically
windowh,1,Pure Typo Candidate,window
nbation,1,Pure Typo Candidate,nation
restuarant,1,Pure Typo Candidate,restaurant
proceedusing,1,Pure Typo Candidate,proceeding
aayu,1,Pure Typo Candidate,ayu
regc,1,Pure Typo Candidate,reg
madd,2,Pure Typo Candidate,madid
cadd,1,Pure Typo Candidate,caddy
mcity,2,Pure Typo Candidate,mity
ccity,1,Pure Typo Candidate,cecity
mstate,2,Pure Typo Candidate,state
cstate,1,Pure Typo Candidate,costate
mpin,2,Pure Typo Candidate,pin
cpin,1,Pure Typo Candidate,pin
mnext,1,Pure Typo Candidate,next
cnext,1,Pure Typo Candidate,next
memail,2,Pure Typo Candidate,remail
cemail,1,Pure Typo Candidate,remail
muname,2,Pure Typo Candidate,untame
cuname,1,Pure Typo Candidate,untame
mregbutton,1,Pure Typo Candidate,rebutton
creg,1,Pure Typo Candidate,reg
mregnew,1,Pure Typo Candidate,renew
loginc,2,Pure Typo Candidate,login
jollof,2,Pure Typo Candidate,jollop
arigato,1,Pure Typo Candidate,variegator
tranlate,1,Pure Typo Candidate,translate
sthe,2,Pure Typo Candidate,sithe
heapify,2,Pure Typo Candidate,happify
depriciation,1,Pure Typo Candidate,depreciation
cndispose,1,Pure Typo Candidate,undispose
tidcontext,2,Pure Typo Candidate,context
psclear,2,Pure Typo Candidate,scler
ssprintf,2,Pure Typo Candidate,sprint
connessioni,2,Pure Typo Candidate,confession
crect,1,Pure Typo Candidate,rect
donet,2,Pure Typo Candidate,dont
cgcolor,3,Pure Typo Candidate,color
accesing,2,Pure Typo Candidate,accession
buzzfrequency,1,Pure Typo Candidate,unfrequency
iffrequency,1,Pure Typo Candidate,infrequency
printses,1,Pure Typo Candidate,printless
alarmi,1,Pure Typo Candidate,alarm
intparsei,1,Pure Typo Candidate,intarsia
percnetage,1,Pure Typo Candidate,percentage
positiveone,1,Pure Typo Candidate,positiveness
cannught,1,Pure Typo Candidate,caught
rsponsive,1,Pure Typo Candidate,responsive
woudlnt,1,Pure Typo Candidate,wouldnt
memoryi,1,Pure Typo Candidate,memory
defragmentation,1,Pure Typo Candidate,fragmentation
compl,1,Pure Typo Candidate,comply
methodwith,1,Pure Typo Candidate,methodist
tortoisegit,4,Pure Typo Candidate,tortoise
horizantal,2,Pure Typo Candidate,horizontal
difefrent,1,Pure Typo Candidate,different
requestoptions,1,Pure Typo Candidate,requestion
mminutes,1,Pure Typo Candidate,minute
sseconds,1,Pure Typo Candidate,second
stringalso,1,Pure Typo Candidate,strigal
simpleint,2,Pure Typo Candidate,simplexity
numberr,2,Pure Typo Candidate,numberer
compoundint,2,Pure Typo Candidate,compounding
examcenter,1,Pure Typo Candidate,hexameter
tignere,1,Pure Typo Candidate,tiger
banyo,1,Pure Typo Candidate,banuyo
monatele,1,Pure Typo Candidate,monostele
mfou,1,Pure Typo Candidate,mou
ntui,1,Pure Typo Candidate,tui
kaele,1,Pure Typo Candidate,kele
yagoua,1,Pure Typo Candidate,yagua
batouri,1,Pure Typo Candidate,atour
serviceif,1,Pure Typo Candidate,service
questionwrite,1,Pure Typo Candidate,questionwise
printsuccess,1,Pure Typo Candidate,insuccess
gomobile,1,Pure Typo Candidate,mobile
readans,1,Pure Typo Candidate,redan
superglobal,1,Pure Typo Candidate,superglottal
outputplease,1,Pure Typo Candidate,outplease
enocuntered,1,Pure Typo Candidate,unencountered
soupa,2,Pure Typo Candidate,supa
commnands,1,Pure Typo Candidate,command
fnding,1,Pure Typo Candidate,finding
specif,2,Pure Typo Candidate,specify
operato,1,Pure Typo Candidate,operator
thnaks,2,Pure Typo Candidate,thanks
uploding,3,Pure Typo Candidate,unplodding
submitt,1,Pure Typo Candidate,submit
astr,1,Pure Typo Candidate,astor
bistr,1,Pure Typo Candidate,bistro
dynanmic,1,Pure Typo Candidate,dynamic
apassword,1,Pure Typo Candidate,password
vpassword,1,Pure Typo Candidate,password
contrler,1,Pure Typo Candidate,controller
getinvoice,1,Pure Typo Candidate,reinvoice
nonplacement,3,Pure Typo Candidate,nonreplacement
popstate,2,Pure Typo Candidate,prostate
thest,1,Pure Typo Candidate,theist
worti,2,Pure Typo Candidate,wort
scclose,2,Pure Typo Candidate,cyclose
printlnm,4,Pure Typo Candidate,printline
explorerapp,1,Pure Typo Candidate,explorer
docks,1,Pure Typo Candidate,dock
phasset,4,Pure Typo Candidate,phase
forunsigned,1,Pure Typo Candidate,unsigned
differente,2,Pure Typo Candidate,different
strtod,1,Pure Typo Candidate,strowd
autauga,3,Pure Typo Candidate,tautaug
eralchemy,1,Pure Typo Candidate,alchemy
orgid,1,Pure Typo Candidate,orfgild
seens,1,Pure Typo Candidate,seen
oklahoma,1,Pure Typo Candidate,Oklahoma
stylint,3,Pure Typo Candidate,stylite
tableswitch,1,Pure Typo Candidate,beswitch
multiplatform,3,Pure Typo Candidate,multiplicator
namesk,3,Pure Typo Candidate,namesake
salesk,3,Pure Typo Candidate,scales
tokio,2,Pure Typo Candidate,toko
fundation,1,Pure Typo Candidate,foundation
appin,1,Pure Typo Candidate,yapping
swiftpm,2,Pure Typo Candidate,swift
pregenerated,1,Pure Typo Candidate,pregenerate
allowedhere,1,Pure Typo Candidate,allwhere
verses,1,Pure Typo Candidate,verse
implying,4,Pure Typo Candidate,impling
lightblue,2,Pure Typo Candidate,lightable
lineargradient,2,Pure Typo Candidate,intergradient
brickwall,1,Pure Typo Candidate,hickwall
mainthis,1,Pure Typo Candidate,mantis
russie,1,Pure Typo Candidate,russia
identifiant,2,Pure Typo Candidate,denitrificant
dconnect,1,Pure Typo Candidate,connect
machinemachine,1,Pure Typo Candidate,machineman
bsfilter,1,Pure Typo Candidate,filter
assumenda,2,Pure Typo Candidate,assumed
adipisci,4,Pure Typo Candidate,adipic
aspernatur,2,Pure Typo Candidate,supernature
iste,2,Pure Typo Candidate,wiste
iure,3,Pure Typo Candidate,inure
